
SPDR S&P 500 ETF Trust,Last: 761.95,Change:  0.17
"Date: September 2, 2026 at 9:51 AM EDT",Bid: 761.94,Ask: 761.96,Size: 480*80,"Volume: 294,305"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Dec 18 2026,SPY261218C00875000,0.36,0,0.41,0.42,0,0.118,0.0245,0.0012,3771,875.00,SPY261218P00875000,109.71,0,111.57,114.91,0,0.136,-0.9996,0.0001,0
Fri Dec 18 2026,SPY261218C00880000,0.3,0,0.34,0.35,0,0.1189,0.0207,0.001,3603,880.00,SPY261218P00880000,114.71,0,116.55,119.9,0,0.1408,-0.9998,0,0
Fri Dec 18 2026,SPY261218C00885000,0.97,0,0.29,0.3,0,0.1204,0.0176,0.0009,2939,885.00,SPY261218P00885000,119.69,0,121.54,124.88,0,0.1419,-0.9999,0,0
Fri Dec 18 2026,SPY261218C00890000,0.22,0,0.24,0.26,0,0.1216,0.0152,0.0008,2235,890.00,SPY261218P00890000,0,0,126.53,129.87,0,0.1466,-1,0,0
Fri Dec 18 2026,SPY261218C00895000,0.2,0,0.21,0.22,0,0.1232,0.0131,0.0007,1381,895.00,SPY261218P00895000,0,0,131.52,134.86,0,0.1512,-1,0,0
Fri Dec 18 2026,SPY261218C00900000,0.19,0,0.18,0.2,0,0.1252,0.0114,0.0006,8629,900.00,SPY261218P00900000,125.02,0,136.51,139.85,0,0,-1,0,5
Fri Dec 18 2026,SPY261218C00905000,0.2,0,0.16,0.17,0,0.1267,0.0102,0.0005,2618,905.00,SPY261218P00905000,127.09,0,141.49,144.84,0,0,-1,0,0
Fri Dec 18 2026,SPY261218C00910000,0.15,0,0.14,0.16,0,0.1289,0.009,0.0005,3968,910.00,SPY261218P00910000,252.32,0,146.49,149.83,0,0,-1,0,0
Fri Dec 18 2026,SPY261218C00915000,0.13,0,0.13,0.14,0,0.131,0.008,0.0004,2367,915.00,SPY261218P00915000,0,0,151.48,154.82,0,0,-1,0,0
Fri Dec 18 2026,SPY261218C00920000,0.24,0,0.11,0.13,0,0.1328,0.0072,0.0004,702,920.00,SPY261218P00920000,0,0,156.47,159.81,0,0,-1,0,0
Fri Dec 18 2026,SPY261218C00925000,0.16,0,0.1,0.12,0,0.135,0.0066,0.0003,1236,925.00,SPY261218P00925000,253.05,0,161.46,164.8,0,0,-1,0,0
Fri Dec 18 2026,SPY261218C00930000,0.09,0,0.09,0.11,0,0.1369,0.006,0.0003,1710,930.00,SPY261218P00930000,191.5,0,166.45,169.63,0,0,-1,0,0
Fri Dec 18 2026,SPY261218C00935000,0.13,0,0.09,0.1,0,0.1396,0.0055,0.0003,1991,935.00,SPY261218P00935000,247.55,0,171.44,174.62,0,0,-1,0,0
Fri Dec 18 2026,SPY261218C00940000,0.15,0,0.08,0.09,0,0.1413,0.005,0.0002,433,940.00,SPY261218P00940000,0,0,176.43,179.61,0,0,-1,0,0
Fri Dec 18 2026,SPY261218C00945000,0.12,0,0.07,0.08,0,0.1428,0.0046,0.0002,56,945.00,SPY261218P00945000,0,0,181.41,184.61,0,0,-1,0,0
Fri Dec 18 2026,SPY261218C00950000,0.06,0,0.07,0.08,0,0.1461,0.0043,0.0002,11474,950.00,SPY261218P00950000,0,0,186.41,189.61,0,0,-1,0,0
Fri Dec 18 2026,SPY261218C00955000,0.1,0,0.06,0.07,0,0.1471,0.004,0.0002,77,955.00,SPY261218P00955000,0,0,191.4,194.61,0,0,-1,0,0
Fri Dec 18 2026,SPY261218C00960000,0.05,0,0.06,0.07,0,0.1502,0.0037,0.0002,942,960.00,SPY261218P00960000,0,0,196.65,199.61,0,0,-1,0,0
Fri Dec 18 2026,SPY261218C00965000,0.09,0,0.05,0.07,0,0.1522,0.0035,0.0002,570,965.00,SPY261218P00965000,198.43,0,201.39,204.61,0,0,-1,0,0
Fri Dec 18 2026,SPY261218C00970000,0.07,0,0.05,0.06,0,0.154,0.0032,0.0001,1019,970.00,SPY261218P00970000,203.41,0,206.39,209.61,0,0,-1,0,0
Fri Dec 18 2026,SPY261218C00975000,0.1,0,0.05,0.06,0,0.1571,0.003,0.0001,1070,975.00,SPY261218P00975000,0,0,211.39,214.61,0,0,-1,0,0
Fri Dec 18 2026,SPY261218C00980000,0.07,0,0.04,0.06,0,0.1584,0.0028,0.0001,1297,980.00,SPY261218P00980000,213.07,0,216.39,219.61,0,0,-1,0,0
Fri Dec 18 2026,SPY261218C00985000,0.08,0,0.04,0.05,0,0.1598,0.0027,0.0001,419,985.00,SPY261218P00985000,0,0,221.39,224.61,0,0,-1,0,0
Fri Dec 18 2026,SPY261218C00990000,0.12,0,0.04,0.05,0,0.1627,0.0025,0.0001,866,990.00,SPY261218P00990000,0,0,226.39,229.61,0,0,-1,0,0
Fri Dec 18 2026,SPY261218C00995000,0.04,0,0.03,0.05,0,0.1656,0.0024,0.0001,2272,995.00,SPY261218P00995000,0,0,231.39,234.61,0,0,-1,0,0
Fri Dec 18 2026,SPY261218C01000000,0.05,0,0.03,0.05,0,0.1667,0.0022,0.0001,2878,1000.00,SPY261218P01000000,251.57,0,236.39,239.61,0,0,-1,0,0
Thu Dec 31 2026,SPY261231C00460000,308.17,0,304.88,308.23,0,0.4331,0.9879,0.0002,21,460.00,SPY261231P00460000,0.82,0,0.83,0.85,0,0.4213,-0.0127,0.0002,1233
Thu Dec 31 2026,SPY261231C00465000,0,0,299.98,303.32,0,0.4273,0.9873,0.0002,0,465.00,SPY261231P00465000,1.07,0,0.87,0.89,0,0.4162,-0.0134,0.0002,302
Thu Dec 31 2026,SPY261231C00470000,253.11,0,295.08,298.39,0,0.4214,0.9867,0.0002,0,470.00,SPY261231P00470000,0.84,0,0.91,0.93,0,0.411,-0.014,0.0002,62
Thu Dec 31 2026,SPY261231C00475000,283.28,0,290.18,293.53,0,0.4154,0.986,0.0002,0,475.00,SPY261231P00475000,0.98,0,0.95,0.97,0,0.4056,-0.0148,0.0002,560
Thu Dec 31 2026,SPY261231C00480000,276,0,285.29,288.63,0,0.4101,0.9852,0.0002,1,480.00,SPY261231P00480000,1.05,0,0.99,1.01,0,0.4002,-0.0155,0.0002,16150
Thu Dec 31 2026,SPY261231C00485000,274.52,0,280.39,283.73,0,0.4041,0.9845,0.0002,1,485.00,SPY261231P00485000,1.05,0,1.04,1.06,0,0.3954,-0.0163,0.0002,364
Thu Dec 31 2026,SPY261231C00490000,282.57,0,275.5,278.84,0,0.3987,0.9837,0.0002,4,490.00,SPY261231P00490000,1.07,0,1.08,1.1,0,0.3898,-0.0172,0.0002,7008
Thu Dec 31 2026,SPY261231C00495000,182.97,0,270.61,273.95,0,0.3931,0.9828,0.0002,1,495.00,SPY261231P00495000,1.32,0,1.13,1.15,0,0.3847,-0.018,0.0003,179
Thu Dec 31 2026,SPY261231C00500000,276.92,0,265.72,269.06,0,0.3874,0.982,0.0003,201,500.00,SPY261231P00500000,1.21,0,1.18,1.2,0,0.3796,-0.019,0.0003,1298
Thu Dec 31 2026,SPY261231C00505000,170.06,0,260.83,264.17,0,0.3817,0.981,0.0003,14,505.00,SPY261231P00505000,1.2,0,1.23,1.25,0,0.3748,-0.02,0.0003,375
Thu Dec 31 2026,SPY261231C00510000,270.42,0,255.94,259.29,0,0.3759,0.98,0.0003,25,510.00,SPY261231P00510000,1.22,0,1.29,1.31,0,0.3694,-0.021,0.0003,735
Thu Dec 31 2026,SPY261231C00515000,234.89,0,251.06,254.4,0,0.3705,0.979,0.0003,2,515.00,SPY261231P00515000,1.49,0,1.35,1.37,0,0.3645,-0.0221,0.0003,117
Thu Dec 31 2026,SPY261231C00520000,260.76,0,246.18,249.52,0,0.3651,0.9778,0.0003,16,520.00,SPY261231P00520000,1.43,0,1.41,1.43,0,0.3594,-0.0233,0.0004,688
Thu Dec 31 2026,SPY261231C00525000,253.19,0,241.3,244.65,0,0.3596,0.9767,0.0004,6,525.00,SPY261231P00525000,1.59,0,1.47,1.49,0,0.3543,-0.0245,0.0004,375
Thu Dec 31 2026,SPY261231C00530000,233.06,0,236.43,239.77,0,0.3545,0.9754,0.0004,11,530.00,SPY261231P00530000,1.47,0,1.54,1.56,0,0.3495,-0.0258,0.0004,795
Thu Dec 31 2026,SPY261231C00535000,204.51,0,231.56,234.9,0,0.3493,0.9741,0.0004,1,535.00,SPY261231P00535000,1.58,0,1.61,1.63,0,0.3445,-0.0272,0.0004,15104
Thu Dec 31 2026,SPY261231C00540000,241,0,226.69,230.04,0,0.3441,0.9727,0.0004,22,540.00,SPY261231P00540000,1.61,0,1.68,1.7,0,0.3394,-0.0286,0.0004,594
Thu Dec 31 2026,SPY261231C00545000,223.7,0,221.83,225.17,0,0.339,0.9713,0.0004,4,545.00,SPY261231P00545000,1.6,0,1.76,1.78,0,0.3346,-0.0302,0.0005,1119
Thu Dec 31 2026,SPY261231C00550000,232.09,0,216.97,220.31,0,0.3338,0.9697,0.0005,24,550.00,SPY261231P00550000,1.83,-0.07,1.83,1.86,3,0.3297,-0.0318,0.0005,2139
Thu Dec 31 2026,SPY261231C00555000,227.69,0,212.11,215.42,0,0.3285,0.968,0.0005,31,555.00,SPY261231P00555000,1.83,0,1.92,1.95,0,0.3248,-0.0335,0.0005,629
Thu Dec 31 2026,SPY261231C00560000,218.54,0,207.26,210.61,0,0.3234,0.9663,0.0005,24,560.00,SPY261231P00560000,2.01,0,2.01,2.04,0,0.32,-0.0354,0.0006,824
Thu Dec 31 2026,SPY261231C00565000,208.9,0,202.41,205.76,0,0.3185,0.9644,0.0006,70,565.00,SPY261231P00565000,2.04,0,2.11,2.14,0,0.3154,-0.0373,0.0006,410
Thu Dec 31 2026,SPY261231C00570000,212.43,0,197.57,200.92,0,0.3136,0.9624,0.0006,59,570.00,SPY261231P00570000,2.16,0,2.21,2.24,0,0.3106,-0.0394,0.0006,717
Thu Dec 31 2026,SPY261231C00575000,203.45,0,192.74,196.09,0,0.3087,0.9603,0.0006,793,575.00,SPY261231P00575000,2.47,0,2.31,2.35,0,0.3059,-0.0416,0.0007,821
Thu Dec 31 2026,SPY261231C00580000,170.03,0,187.91,191.26,0,0.304,0.958,0.0007,20,580.00,SPY261231P00580000,2.31,0,2.43,2.46,0,0.3012,-0.0439,0.0007,2187
Thu Dec 31 2026,SPY261231C00585000,187.61,0,183.09,186.44,0,0.299,0.9557,0.0007,21,585.00,SPY261231P00585000,2.48,0,2.55,2.58,0,0.2965,-0.0464,0.0008,172
Thu Dec 31 2026,SPY261231C00590000,185.06,0,178.3,181.62,0,0.2945,0.9531,0.0008,32,590.00,SPY261231P00590000,2.69,0,2.68,2.71,0,0.2918,-0.0491,0.0008,634
Thu Dec 31 2026,SPY261231C00595000,191.78,0,173.68,176.82,0,0.2917,0.9503,0.0008,70,595.00,SPY261231P00595000,2.87,0,2.81,2.85,0,0.2873,-0.0519,0.0008,608
Thu Dec 31 2026,SPY261231C00600000,169.26,0,168.87,171.7,0,0.2868,0.9474,0.0009,432,600.00,SPY261231P00600000,3.12,0,2.96,2.99,0,0.2828,-0.0549,0.0009,3441
Thu Dec 31 2026,SPY261231C00605000,148.46,0,164.08,167.23,0,0.282,0.9443,0.0009,2178,605.00,SPY261231P00605000,2.99,0,3.11,3.15,0,0.2782,-0.0581,0.001,3021
Thu Dec 31 2026,SPY261231C00610000,159.56,0,159.3,162.45,0,0.2774,0.9409,0.001,387,610.00,SPY261231P00610000,3.26,0,3.27,3.31,0,0.2738,-0.0616,0.001,543
Thu Dec 31 2026,SPY261231C00615000,170.8,0,154.52,157.69,0,0.2727,0.9374,0.001,205,615.00,SPY261231P00615000,3.58,0,3.45,3.49,0,0.2692,-0.0653,0.0011,7080
Thu Dec 31 2026,SPY261231C00620000,149.49,0,149.76,152.9,0,0.268,0.9336,0.0011,269,620.00,SPY261231P00620000,3.7,0,3.63,3.68,0,0.2648,-0.0692,0.0012,3090
Thu Dec 31 2026,SPY261231C00621000,148.58,0,148.81,151.98,0,0.267,0.9328,0.0011,6,621.00,SPY261231P00621000,3.7,0,3.67,3.71,0,0.2639,-0.0701,0.0012,201
Thu Dec 31 2026,SPY261231C00622000,147.68,0,147.86,151.03,0,0.2661,0.932,0.0012,2,622.00,SPY261231P00622000,4.25,0,3.72,3.76,0,0.263,-0.0709,0.0012,69
Thu Dec 31 2026,SPY261231C00623000,146.9,0,146.91,149.75,0,0.2651,0.9311,0.0012,2,623.00,SPY261231P00623000,3.65,0,3.75,3.79,0,0.2621,-0.0717,0.0012,151
Thu Dec 31 2026,SPY261231C00624000,137.76,0,145.96,148.8,0,0.2642,0.9303,0.0012,785,624.00,SPY261231P00624000,4.01,0,3.79,3.84,0,0.2612,-0.0726,0.0012,154
Thu Dec 31 2026,SPY261231C00625000,145.4,0,145.01,147.85,0,0.2632,0.9295,0.0012,78,625.00,SPY261231P00625000,3.79,0,3.83,3.88,0,0.2604,-0.0734,0.0012,472
Thu Dec 31 2026,SPY261231C00626000,143.8,0,144.06,146.9,0,0.2623,0.9286,0.0012,24,626.00,SPY261231P00626000,3.61,0,3.88,3.92,0,0.2594,-0.0743,0.0012,105
Thu Dec 31 2026,SPY261231C00627000,143.61,0,143.11,146,0,0.2614,0.9277,0.0012,164,627.00,SPY261231P00627000,4.02,0,3.92,3.96,0,0.2586,-0.0752,0.0013,200
Thu Dec 31 2026,SPY261231C00628000,126.08,0,142.17,145.34,0,0.2605,0.9268,0.0012,178,628.00,SPY261231P00628000,4.11,0,3.96,4,0,0.2577,-0.0761,0.0013,66
Thu Dec 31 2026,SPY261231C00629000,152.97,0,141.22,144.1,0,0.2595,0.926,0.0013,1122,629.00,SPY261231P00629000,4.44,0,4,4.05,0,0.2568,-0.077,0.0013,281
Thu Dec 31 2026,SPY261231C00630000,149.79,0,140.27,143.45,0,0.2586,0.9251,0.0013,350,630.00,SPY261231P00630000,4.2,0,4.04,4.09,0,0.256,-0.078,0.0013,1119
Thu Dec 31 2026,SPY261231C00631000,139.73,0,139.33,142.5,0,0.2577,0.9242,0.0013,6,631.00,SPY261231P00631000,3.91,0,4.09,4.14,0,0.2551,-0.0789,0.0013,234
Thu Dec 31 2026,SPY261231C00632000,128.67,0,138.38,141.56,0,0.2568,0.9232,0.0013,6,632.00,SPY261231P00632000,4.33,0,4.13,4.18,0,0.2543,-0.0798,0.0013,35
Thu Dec 31 2026,SPY261231C00633000,129.2,0,137.44,140.62,0,0.2559,0.9223,0.0013,31,633.00,SPY261231P00633000,4.29,0,4.18,4.23,0,0.2534,-0.0808,0.0014,60
Thu Dec 31 2026,SPY261231C00634000,135.31,0,136.49,139.67,0,0.2549,0.9213,0.0013,2,634.00,SPY261231P00634000,4.37,0,4.22,4.27,0,0.2525,-0.0818,0.0014,129
Thu Dec 31 2026,SPY261231C00635000,136.01,0,135.54,138.73,0,0.254,0.9204,0.0014,48,635.00,SPY261231P00635000,4.09,0,4.27,4.32,0,0.2516,-0.0828,0.0014,566
Thu Dec 31 2026,SPY261231C00636000,121.71,0,134.6,137.45,0,0.2531,0.9194,0.0014,33,636.00,SPY261231P00636000,4.62,0,4.32,4.37,0,0.2507,-0.0838,0.0014,167
Thu Dec 31 2026,SPY261231C00637000,111.3,0,133.66,136.55,0,0.2522,0.9184,0.0014,14,637.00,SPY261231P00637000,4.1,0,4.36,4.41,0,0.2498,-0.0848,0.0014,56
Thu Dec 31 2026,SPY261231C00638000,120.33,0,132.72,135.6,0,0.2514,0.9174,0.0014,4,638.00,SPY261231P00638000,4.08,0,4.42,4.46,0,0.249,-0.0859,0.0014,74
Thu Dec 31 2026,SPY261231C00639000,137.8,0,131.78,134.97,0,0.2505,0.9164,0.0014,16,639.00,SPY261231P00639000,4.62,0,4.46,4.51,0,0.2481,-0.0869,0.0015,560
Thu Dec 31 2026,SPY261231C00640000,137.75,0,130.84,133.7,0,0.2496,0.9153,0.0014,346,640.00,SPY261231P00640000,4.3,0,4.51,4.56,0,0.2472,-0.088,0.0015,904
Thu Dec 31 2026,SPY261231C00641000,145.58,0,129.89,133.09,0,0.2486,0.9143,0.0015,18,641.00,SPY261231P00641000,5.03,0,4.56,4.61,0,0.2463,-0.0891,0.0015,219
Thu Dec 31 2026,SPY261231C00642000,139.9,0,128.96,132.15,0,0.2478,0.9132,0.0015,64,642.00,SPY261231P00642000,9.56,0,4.61,4.66,0,0.2454,-0.0902,0.0015,120
Thu Dec 31 2026,SPY261231C00643000,139.39,0,128.02,131.22,0,0.2469,0.9122,0.0015,13,643.00,SPY261231P00643000,5.49,0,4.66,4.71,0,0.2446,-0.0913,0.0015,260
Thu Dec 31 2026,SPY261231C00644000,98.1,0,127.08,130.28,0,0.246,0.9111,0.0015,0,644.00,SPY261231P00644000,5.34,0,4.72,4.77,0,0.2437,-0.0924,0.0016,17
Thu Dec 31 2026,SPY261231C00645000,111.57,0,126.14,129.34,0,0.245,0.91,0.0015,59,645.00,SPY261231P00645000,4.5,0,4.77,4.82,0,0.2429,-0.0936,0.0016,663
Thu Dec 31 2026,SPY261231C00646000,109.11,0,125.21,128.41,0,0.2442,0.9089,0.0016,14,646.00,SPY261231P00646000,5.15,0,4.82,4.87,0,0.2419,-0.0947,0.0016,62
Thu Dec 31 2026,SPY261231C00647000,126.25,0,124.27,127.47,0,0.2432,0.9077,0.0016,17,647.00,SPY261231P00647000,5.01,0,4.88,4.93,0,0.2411,-0.0959,0.0016,256
Thu Dec 31 2026,SPY261231C00648000,135.04,0,123.33,126.54,0,0.2423,0.9066,0.0016,33,648.00,SPY261231P00648000,4.95,0,4.93,4.98,0,0.2402,-0.0971,0.0016,28
Thu Dec 31 2026,SPY261231C00649000,137.2,0,122.4,125.61,0,0.2414,0.9054,0.0016,57,649.00,SPY261231P00649000,5.51,0,4.99,5.04,0,0.2394,-0.0983,0.0017,82
Thu Dec 31 2026,SPY261231C00650000,130.02,0,121.47,124.67,0,0.2405,0.9042,0.0016,659,650.00,SPY261231P00650000,5.19,0,5.05,5.1,0,0.2386,-0.0995,0.0017,2004
Thu Dec 31 2026,SPY261231C00651000,118.6,0,120.53,123.74,0,0.2396,0.903,0.0017,74,651.00,SPY261231P00651000,5.17,0,5.1,5.16,0,0.2376,-0.1008,0.0017,106
Thu Dec 31 2026,SPY261231C00652000,124.58,0,119.6,122.81,0,0.2387,0.9017,0.0017,8,652.00,SPY261231P00652000,4.94,0,5.16,5.21,0,0.2368,-0.102,0.0017,48
Thu Dec 31 2026,SPY261231C00653000,111.17,0,118.67,121.55,0,0.2378,0.9005,0.0017,5,653.00,SPY261231P00653000,5.51,0,5.22,5.27,0,0.2359,-0.1033,0.0018,141
Thu Dec 31 2026,SPY261231C00654000,106.61,0,117.74,120.95,0,0.2369,0.8992,0.0017,8,654.00,SPY261231P00654000,9.62,0,5.28,5.33,0,0.235,-0.1046,0.0018,38
Thu Dec 31 2026,SPY261231C00655000,124.55,0,116.81,120.02,0,0.236,0.8979,0.0018,144,655.00,SPY261231P00655000,5.43,0,5.34,5.39,0,0.2342,-0.1059,0.0018,380
Thu Dec 31 2026,SPY261231C00656000,111.5,0,115.88,119.09,0,0.2351,0.8966,0.0018,11,656.00,SPY261231P00656000,5.46,0,5.4,5.45,0,0.2333,-0.1072,0.0018,158
Thu Dec 31 2026,SPY261231C00657000,88.53,0,114.95,118.13,0,0.2342,0.8953,0.0018,9,657.00,SPY261231P00657000,6.22,0,5.47,5.52,0,0.2324,-0.1086,0.0018,152
Thu Dec 31 2026,SPY261231C00658000,95.62,0,114.02,117.24,0,0.2332,0.894,0.0018,10,658.00,SPY261231P00658000,5.6,0,5.53,5.58,0,0.2316,-0.11,0.0019,107
Thu Dec 31 2026,SPY261231C00659000,123.49,0,113.1,116.31,0,0.2324,0.8926,0.0018,9,659.00,SPY261231P00659000,5.39,0,5.59,5.65,0,0.2307,-0.1114,0.0019,205
Thu Dec 31 2026,SPY261231C00660000,118.68,0,112.17,115.39,0,0.2314,0.8913,0.0019,118,660.00,SPY261231P00660000,5.76,0,5.66,5.71,0,0.2299,-0.1128,0.0019,841
Thu Dec 31 2026,SPY261231C00661000,98.58,0,111.24,114.46,0,0.2306,0.8899,0.0019,13,661.00,SPY261231P00661000,6.19,0,5.73,5.78,0,0.229,-0.1142,0.0019,587
Thu Dec 31 2026,SPY261231C00662000,104.43,0,110.32,113.54,0,0.2297,0.8885,0.0019,9,662.00,SPY261231P00662000,6.79,0,5.79,5.84,0,0.2281,-0.1156,0.002,136
Thu Dec 31 2026,SPY261231C00663000,111.42,0,109.4,112.62,0,0.2289,0.887,0.0019,16,663.00,SPY261231P00663000,5.76,0,5.87,5.91,0,0.2273,-0.1171,0.002,422
Thu Dec 31 2026,SPY261231C00664000,116.63,0,108.47,111.4,0,0.2279,0.8856,0.002,12,664.00,SPY261231P00664000,5.92,-0.18,5.92,5.98,1,0.2264,-0.1186,0.002,339
Thu Dec 31 2026,SPY261231C00665000,113.79,0,107.55,110.75,0,0.2271,0.8841,0.002,275,665.00,SPY261231P00665000,5.8,0,6.01,6.05,0,0.2256,-0.1201,0.002,5867
Thu Dec 31 2026,SPY261231C00666000,110.59,0,106.63,109.86,0,0.2262,0.8826,0.002,8,666.00,SPY261231P00666000,5.52,0,6.08,6.12,0,0.2247,-0.1217,0.0021,291
Thu Dec 31 2026,SPY261231C00667000,110.87,0,105.71,108.95,0,0.2253,0.8811,0.002,19,667.00,SPY261231P00667000,5.37,0,6.15,6.2,0,0.2238,-0.1232,0.0021,538
Thu Dec 31 2026,SPY261231C00668000,91.32,0,104.79,108.03,0,0.2245,0.8796,0.0021,23,668.00,SPY261231P00668000,5.84,0,6.22,6.27,0,0.223,-0.1248,0.0021,50
Thu Dec 31 2026,SPY261231C00669000,100,0,103.87,107.11,0,0.2236,0.878,0.0021,213,669.00,SPY261231P00669000,5.91,0,6.29,6.34,0,0.2221,-0.1265,0.0022,517
Thu Dec 31 2026,SPY261231C00670000,106.2,0,102.96,106.2,0,0.2228,0.8764,0.0021,631,670.00,SPY261231P00670000,6.55,0,6.37,6.42,0,0.2212,-0.1281,0.0022,1222
Thu Dec 31 2026,SPY261231C00671000,88.99,0,102.04,105.29,0,0.2218,0.8748,0.0022,216,671.00,SPY261231P00671000,5.86,0,6.45,6.49,0,0.2204,-0.1298,0.0022,231
Thu Dec 31 2026,SPY261231C00672000,86.78,0,101.13,104.05,0,0.221,0.8732,0.0022,8,672.00,SPY261231P00672000,8.27,0,6.52,6.57,0,0.2196,-0.1314,0.0022,36
Thu Dec 31 2026,SPY261231C00673000,94.73,0,100.21,103.15,0,0.22,0.8716,0.0022,9,673.00,SPY261231P00673000,9.2,0,6.6,6.65,0,0.2187,-0.1331,0.0023,210
Thu Dec 31 2026,SPY261231C00674000,97.65,0,99.3,102.25,0,0.2192,0.8699,0.0022,12,674.00,SPY261231P00674000,6.86,0,6.68,6.73,0,0.2178,-0.1348,0.0023,242
Thu Dec 31 2026,SPY261231C00675000,110.96,0,98.39,101.35,0,0.2183,0.8682,0.0023,753,675.00,SPY261231P00675000,6.32,0,6.76,6.81,0,0.217,-0.1366,0.0023,767
Thu Dec 31 2026,SPY261231C00676000,99.4,0,97.48,100.45,0,0.2174,0.8664,0.0023,62,676.00,SPY261231P00676000,7.17,0,6.85,6.89,0,0.2162,-0.1384,0.0024,42
Thu Dec 31 2026,SPY261231C00677000,111.54,0,96.57,99.55,0,0.2165,0.8647,0.0023,24,677.00,SPY261231P00677000,6.9,0,6.92,6.98,0,0.2153,-0.1402,0.0024,345
Thu Dec 31 2026,SPY261231C00678000,84,0,95.66,98.89,0,0.2156,0.8629,0.0024,164,678.00,SPY261231P00678000,7.38,0,7.01,7.06,0,0.2145,-0.142,0.0024,714
Thu Dec 31 2026,SPY261231C00679000,113.81,0,94.76,97.7,0,0.2147,0.8611,0.0024,13,679.00,SPY261231P00679000,7.98,0,7.1,7.15,0,0.2136,-0.1438,0.0024,687
Thu Dec 31 2026,SPY261231C00680000,101.71,0,93.85,97.11,0,0.2138,0.8592,0.0024,975,680.00,SPY261231P00680000,7.4,0,7.19,7.24,0,0.2128,-0.1457,0.0025,2639
Thu Dec 31 2026,SPY261231C00681000,111.3,0,92.95,96.21,0,0.213,0.8574,0.0024,135,681.00,SPY261231P00681000,6.54,0,7.27,7.33,0,0.212,-0.1476,0.0025,37
Thu Dec 31 2026,SPY261231C00682000,97.28,0,92.04,95,0,0.2121,0.8555,0.0025,21,682.00,SPY261231P00682000,7.95,0,7.36,7.41,0,0.2111,-0.1496,0.0025,622
Thu Dec 31 2026,SPY261231C00683000,97.92,0,91.14,94.41,0,0.2112,0.8536,0.0025,23,683.00,SPY261231P00683000,6.46,0,7.45,7.51,0,0.2103,-0.1515,0.0026,78
Thu Dec 31 2026,SPY261231C00684000,104.6,0,90.24,93.2,0,0.2103,0.8516,0.0026,20,684.00,SPY261231P00684000,6.76,0,7.54,7.6,0,0.2094,-0.1535,0.0026,599
Thu Dec 31 2026,SPY261231C00685000,98.22,0,89.34,92.62,0,0.2095,0.8497,0.0026,437,685.00,SPY261231P00685000,7.75,0,7.64,7.69,0,0.2085,-0.1556,0.0026,838
Thu Dec 31 2026,SPY261231C00686000,78.89,0,88.44,91.4,0,0.2086,0.8477,0.0026,113,686.00,SPY261231P00686000,7.25,0,7.73,7.79,0,0.2077,-0.1576,0.0027,562
Thu Dec 31 2026,SPY261231C00687000,97.1,0,87.55,90.55,0,0.2078,0.8457,0.0026,109,687.00,SPY261231P00687000,7.18,0,7.83,7.88,0,0.2068,-0.1597,0.0027,625
Thu Dec 31 2026,SPY261231C00688000,77.64,0,86.65,89.65,0,0.2069,0.8436,0.0027,75,688.00,SPY261231P00688000,6.95,0,7.92,7.98,0,0.2059,-0.1619,0.0027,198
Thu Dec 31 2026,SPY261231C00689000,92.23,0,85.76,89.05,0,0.206,0.8415,0.0027,119,689.00,SPY261231P00689000,6.95,0,8.02,8.08,0,0.2051,-0.164,0.0028,634
Thu Dec 31 2026,SPY261231C00690000,88.41,0,84.87,88.16,0,0.2052,0.8394,0.0028,346,690.00,SPY261231P00690000,8.29,0,8.12,8.18,0,0.2042,-0.1662,0.0028,1522
Thu Dec 31 2026,SPY261231C00691000,99.81,0,83.98,87.27,0,0.2044,0.8372,0.0028,303,691.00,SPY261231P00691000,7.53,0,8.23,8.29,0,0.2034,-0.1685,0.0028,438
Thu Dec 31 2026,SPY261231C00692000,89.19,0,83.09,86.39,0,0.2035,0.8351,0.0028,141,692.00,SPY261231P00692000,9.47,0,8.33,8.39,0,0.2026,-0.1707,0.0029,227
Thu Dec 31 2026,SPY261231C00693000,78.93,0,82.2,85.5,0,0.2027,0.8329,0.0029,58,693.00,SPY261231P00693000,14.27,0,8.44,8.5,0,0.2017,-0.173,0.0029,98
Thu Dec 31 2026,SPY261231C00694000,96.7,0,81.31,84.62,0,0.2017,0.8306,0.0029,30,694.00,SPY261231P00694000,8.1,0,8.54,8.61,0,0.2009,-0.1753,0.003,33
Thu Dec 31 2026,SPY261231C00695000,81.79,0,80.43,83.74,0,0.2009,0.8283,0.0029,258,695.00,SPY261231P00695000,8.86,0,8.65,8.71,0,0.2,-0.1777,0.003,924
Thu Dec 31 2026,SPY261231C00696000,95.88,0,79.55,82.86,0,0.2,0.826,0.003,861,696.00,SPY261231P00696000,7.99,0,8.76,8.83,0,0.1992,-0.1801,0.003,42
Thu Dec 31 2026,SPY261231C00697000,90.28,0,78.7,81.7,0,0.1991,0.8236,0.003,168,697.00,SPY261231P00697000,7.61,0,8.88,8.94,0,0.1984,-0.1825,0.0031,22
